0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,56194433.83178699,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,28184290.845060483,0.0,-28184290.845060483,0.0,0.0
0.0,0.0,0.0,0.0,70178355.13501705,0.0,0.0,0.0
0.0,0.0,0.0,-28184290.845060483,0.0,28184290.845060483,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,14135817.309180275,0.0,-14179489.195830306,0.0,14135817.309180275,0.0
0.0,0.0,0.0,63382210.59052873,0.0,-63382210.59052873,0.0,0.0
0.0,0.0,-14179489.195830306,0.0,78425650.07632004,0.0,-14179489.195830306,0.0
0.0,0.0,0.0,-63382210.59052873,0.0,63382210.59052873,0.0,0.0
0.0,0.0,14135817.309180275,0.0,-14179489.195830306,0.0,14135817.309180275,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,7089812.268011735,0.0,-7133619.494854932,0.0,7133619.494854932,0.0,-7089812.268011735
0.0,0.0,45925134.07734473,0.0,-60159162.8594251,0.0,45925134.07734473,0.0
0.0,-7133619.494854932,0.0,109806640.03453329,0.0,-109806640.03453329,0.0,7133619.494854932
0.0,0.0,-60159162.8594251,0.0,78425650.07632004,0.0,-60159162.8594251,0.0
0.0,7133619.494854932,0.0,-109806640.03453329,0.0,109806640.03453329,0.0,-7133619.494854932
0.0,0.0,45925134.07734473,0.0,-60159162.8594251,0.0,45925134.07734473,0.0
0.0,-7089812.268011735,0.0,7133619.494854932,0.0,-7133619.494854932,0.0,7089812.268011735
3555891.880620559,0.0,-3588849.120464636,0.0,3599868.806983222,0.0,-3588849.120464636,0.0
0.0,30123540.836375907,0.0,-44445488.43178299,0.0,44445488.43178299,0.0,-30123540.836375907
-3588849.120464636,0.0,104554696.28122821,0.0,-150660894.89195278,0.0,104554696.28122821,0.0
0.0,-44445488.43178299,0.0,172350282.04477108,0.0,-172350282.04477108,0.0,44445488.43178299
3599868.806983222,0.0,-150660894.89195278,0.0,70178355.13501705,0.0,-150660894.89195278,0.0
0.0,44445488.43178299,0.0,-172350282.04477108,0.0,172350282.04477108,0.0,-44445488.43178299
-3588849.120464636,0.0,104554696.28122821,0.0,-150660894.89195278,0.0,104554696.28122821,0.0
0.0,-30123540.836375907,0.0,44445488.43178299,0.0,-44445488.43178299,0.0,30123540.836375907
